Page title is," ""Subcatchment Minderhoutplus Cal-S445"," Rainfall Profile 1""",,,
Date,Time,Surface flow (Surface flow (m3/s) [pdm_surfaceflow]),Rainfall-driven baseflow (Rainfall-driven baseflow (m3/s) [pdm_baseflow]),Rainfall (Rainfall intensity (mm/hr)),
01/10/2020,00:00:00,0,0,0,0
01/10/2020,01:00:00,0,0,0,0
01/10/2020,02:00:00,0,0,0,0
01/10/2020,03:00:00,0,0,0,0
01/10/2020,04:00:00,0,0,0.266439,0
01/10/2020,05:00:00,0,0,0.013561,0
01/10/2020,06:00:00,0,0,0.323533,0
01/10/2020,07:00:00,0,0,1.186896,0
01/10/2020,08:00:00,0,0,0.297463,0
01/10/2020,09:00:00,0,0,1.268178,0
01/10/2020,10:00:00,0,0,0.958404,0
01/10/2020,11:00:00,0,0,0.140683,0
01/10/2020,12:00:00,0,0,0.080969,0
01/10/2020,13:00:00,0,0,4.913966,0
01/10/2020,14:00:00,0,0,0.478285,0
01/10/2020,15:00:00,0,0,1.172537,0
01/10/2020,16:00:00,0,0,0.078118,0
01/10/2020,17:00:00,0,0,0.000969,0
01/10/2020,18:00:00,0,0,0,0
01/10/2020,19:00:00,0,0,0,0
01/10/2020,20:00:00,0,0,0,0
01/10/2020,21:00:00,0,0,0,0
01/10/2020,22:00:00,0,0,0,0
01/10/2020,23:00:00,0,0,0,0
02/10/2020,00:00:00,0,0,0,0
02/10/2020,01:00:00,0,0,0,0
02/10/2020,02:00:00,0,0,0,0
02/10/2020,03:00:00,0,0,0,0
02/10/2020,04:00:00,0,0,0,0
02/10/2020,05:00:00,0,0,0,0
02/10/2020,06:00:00,0,0,0,0
02/10/2020,07:00:00,0,0,0,0
02/10/2020,08:00:00,0,0,0,0
02/10/2020,09:00:00,0,0,0,0
02/10/2020,10:00:00,0,0,0,0
02/10/2020,11:00:00,0,0,0.180798,0
02/10/2020,12:00:00,0,0,0.113875,0
02/10/2020,13:00:00,0,0,0.005327,0
02/10/2020,14:00:00,0,0,0,0
02/10/2020,15:00:00,0,0,0.028547,0
02/10/2020,16:00:00,0,0,0.324986,0
02/10/2020,17:00:00,0,0,0.016468,0
02/10/2020,18:00:00,0,0,0.038062,0
02/10/2020,19:00:00,0,0,0.097094,0
02/10/2020,20:00:00,0,0,0.004843,0
02/10/2020,21:00:00,0,0,0.028548,0
02/10/2020,22:00:00,0,0,0.001453,0
02/10/2020,23:00:00,0,0,0,0
03/10/2020,00:00:00,0,0,0,0
03/10/2020,01:00:00,0,0,0,0
03/10/2020,02:00:00,0,0,0,0
03/10/2020,03:00:00,0,0,0,0
03/10/2020,04:00:00,0,0,0.038062,0
03/10/2020,05:00:00,0,0,0.135157,0
03/10/2020,06:00:00,0,0,0.729972,0
03/10/2020,07:00:00,0,0,0.607749,0
03/10/2020,08:00:00,0,0,0.200341,0
03/10/2020,09:00:00,0,0,0.284673,0
03/10/2020,10:00:00,0,0,0.385157,0
03/10/2020,11:00:00,0,0,0.142592,0
03/10/2020,12:00:00,0,0,2.166356,0
03/10/2020,13:00:00,0,0,0.281222,0
03/10/2020,14:00:00,0,0,0.008719,0
03/10/2020,15:00:00,0,0,0,0
03/10/2020,16:00:00,0,0,0,0
03/10/2020,17:00:00,0,0,0,0
03/10/2020,18:00:00,0,0,0,0
03/10/2020,19:00:00,0,0,0,0
03/10/2020,20:00:00,0,0,0,0
03/10/2020,21:00:00,0,0,0,0
03/10/2020,22:00:00,0,0,0,0
03/10/2020,23:00:00,0,0,0,0
04/10/2020,00:00:00,0,0,0.057094,0
04/10/2020,01:00:00,0,0,0.002906,0
04/10/2020,02:00:00,0,0,0,0
04/10/2020,03:00:00,0.000004,0,0.399658,0.000004
04/10/2020,04:00:00,0.000822,0.000008,0.020342,0.00083
04/10/2020,05:00:00,0.001004,0.00001,0,0.001014
04/10/2020,06:00:00,0.000977,0.00001,0.399658,0.000987
04/10/2020,07:00:00,0.00095,0.00001,0.15356,0.00096
04/10/2020,08:00:00,0.000924,0.00001,0.00678,0.000934
04/10/2020,09:00:00,0.000899,0.00001,0,0.000909
04/10/2020,10:00:00,0.000874,0.00001,0,0.000884
04/10/2020,11:00:00,0.00085,0.00001,0,0.00086
04/10/2020,12:00:00,0.000827,0.00001,0,0.000837
04/10/2020,13:00:00,0.000805,0.00001,0,0.000815
04/10/2020,14:00:00,0.000782,0.00001,0,0.000792
04/10/2020,15:00:00,0.000761,0.00001,0,0.000771
04/10/2020,16:00:00,0.000775,0.000011,0,0.000786
04/10/2020,17:00:00,0.000754,0.000011,0,0.000765
04/10/2020,18:00:00,0.000733,0.000011,0,0.000744
04/10/2020,19:00:00,0.001035,0.000014,0,0.001049
04/10/2020,20:00:00,0.001015,0.000014,0,0.001029
04/10/2020,21:00:00,0.000987,0.000014,0,0.001001
04/10/2020,22:00:00,0.001329,0.000018,0,0.001347
04/10/2020,23:00:00,0.00144,0.000019,0,0.001459
05/10/2020,00:00:00,0.0014,0.000019,0,0.001419
05/10/2020,01:00:00,0.001362,0.000019,0,0.001381
05/10/2020,02:00:00,0.001324,0.000019,0.304502,0.001343
05/10/2020,03:00:00,0.001288,0.000019,0.215327,0.001307
05/10/2020,04:00:00,0.001253,0.000019,0.086296,0.001272
05/10/2020,05:00:00,0.001219,0.000019,0.527238,0.001238
05/10/2020,06:00:00,0.001185,0.000019,0.616608,0.001204
05/10/2020,07:00:00,0.001153,0.000019,0.087123,0.001172
05/10/2020,08:00:00,0.001121,0.000019,0.002906,0.00114
05/10/2020,09:00:00,0.00109,0.000019,0,0.001109
05/10/2020,10:00:00,0.001061,0.000019,0,0.00108
05/10/2020,11:00:00,0.001031,0.000019,0,0.00105
05/10/2020,12:00:00,0.001003,0.000019,0,0.001022
05/10/2020,13:00:00,0.000976,0.000019,0.142734,0.000995
05/10/2020,14:00:00,0.000949,0.000019,2.386184,0.000968
05/10/2020,15:00:00,0.000923,0.000019,0.301879,0.000942
05/10/2020,16:00:00,0.000898,0.000019,0.294672,0.000917
05/10/2020,17:00:00,0.000873,0.000019,5.267186,0.000892
05/10/2020,18:00:00,0.001162,0.000022,0.267344,0.001184
05/10/2020,19:00:00,0.001364,0.000024,0,0.001388
05/10/2020,20:00:00,0.001419,0.000025,0,0.001444
05/10/2020,21:00:00,0.002036,0.000032,0.114188,0.002068
05/10/2020,22:00:00,0.002852,0.000041,0.976412,0.002893
05/10/2020,23:00:00,0.002895,0.000042,0.049401,0.002937
06/10/2020,00:00:00,0.002816,0.000042,0,0.002858
06/10/2020,01:00:00,0.002739,0.000042,0,0.002781
06/10/2020,02:00:00,0.002664,0.000042,0,0.002706
06/10/2020,03:00:00,0.002591,0.000042,0.028547,0.002633
06/10/2020,04:00:00,0.00252,0.000042,0.220314,0.002562
06/10/2020,05:00:00,0.002657,0.000044,0.011139,0.002701
06/10/2020,06:00:00,0.007194,0.00009,0.171283,0.007284
06/10/2020,07:00:00,0.00768,0.000097,0.037264,0.007777
06/10/2020,08:00:00,0.008159,0.000104,0.258377,0.008263
06/10/2020,09:00:00,0.025177,0.000279,0.013076,0.025456
06/10/2020,10:00:00,0.025537,0.000289,0,0.025826
06/10/2020,11:00:00,0.024838,0.000289,0,0.025127
06/10/2020,12:00:00,0.024157,0.000289,0,0.024446
06/10/2020,13:00:00,0.023916,0.000293,0,0.024209
06/10/2020,14:00:00,0.027428,0.000335,0,0.027763
06/10/2020,15:00:00,0.026836,0.000336,0.114188,0.027172
06/10/2020,16:00:00,0.026101,0.000336,0.091454,0.026437
06/10/2020,17:00:00,0.025386,0.000335,0.004359,0.025721
06/10/2020,18:00:00,0.024691,0.000335,0.237891,0.025026
06/10/2020,19:00:00,0.024084,0.000336,0.012109,0.02442
06/10/2020,20:00:00,0.024361,0.000345,0,0.024706
06/10/2020,21:00:00,0.023694,0.000344,0,0.024038
06/10/2020,22:00:00,0.023772,0.000352,0,0.024124
06/10/2020,23:00:00,0.023238,0.000352,2.397951,0.02359
07/10/2020,00:00:00,0.023746,0.000364,0.388488,0.02411
07/10/2020,01:00:00,0.023104,0.000364,0.460796,0.023468
07/10/2020,02:00:00,0.022471,0.000363,2.049606,0.022834
07/10/2020,03:00:00,0.021856,0.000363,3.947493,0.022219
07/10/2020,04:00:00,0.021257,0.000363,0.195667,0.02162
07/10/2020,05:00:00,0.020675,0.000362,0,0.021037
07/10/2020,06:00:00,0.020108,0.000362,0.047576,0.02047
07/10/2020,07:00:00,0.020047,0.000367,0.002421,0.020414
07/10/2020,08:00:00,0.019886,0.00037,0,0.020256
07/10/2020,09:00:00,0.019341,0.00037,0.199832,0.019711
07/10/2020,10:00:00,0.019901,0.000381,0.01017,0.020282
07/10/2020,11:00:00,0.019375,0.000381,0,0.019756
07/10/2020,12:00:00,0.018844,0.00038,0,0.019224
07/10/2020,13:00:00,0.018328,0.00038,0,0.018708
07/10/2020,14:00:00,0.017826,0.00038,0,0.018206
07/10/2020,15:00:00,0.029639,0.000504,0,0.030143
07/10/2020,16:00:00,0.030952,0.000525,0,0.031477
07/10/2020,17:00:00,0.03269,0.000551,0,0.033241
07/10/2020,18:00:00,0.044214,0.000676,0,0.04489
07/10/2020,19:00:00,0.070581,0.000955,0,0.071536
07/10/2020,20:00:00,0.070088,0.000969,0,0.071057
07/10/2020,21:00:00,0.068168,0.000968,0,0.069136
07/10/2020,22:00:00,0.066615,0.00097,0,0.067585
07/10/2020,23:00:00,0.06479,0.00097,0,0.06576
08/10/2020,00:00:00,0.063015,0.000969,0.028547,0.063984
08/10/2020,01:00:00,0.062778,0.000983,0.144187,0.063761
08/10/2020,02:00:00,0.06109,0.000983,0.035811,0.062073
08/10/2020,03:00:00,0.059416,0.000982,0.077579,0.060398
08/10/2020,04:00:00,0.057788,0.000981,0.641424,0.058769
08/10/2020,05:00:00,0.056205,0.00098,0.099059,0.057185
08/10/2020,06:00:00,0.054665,0.000979,0.00339,0.055644
08/10/2020,07:00:00,0.053168,0.000979,0,0.054147
08/10/2020,08:00:00,0.051711,0.000978,0,0.052689
08/10/2020,09:00:00,0.050295,0.000977,0,0.051272
08/10/2020,10:00:00,0.048917,0.000976,0,0.049893
08/10/2020,11:00:00,0.047577,0.000975,0,0.048552
08/10/2020,12:00:00,0.046273,0.000974,0,0.047247
08/10/2020,13:00:00,0.045006,0.000974,0,0.04598
08/10/2020,14:00:00,0.043773,0.000973,0.066612,0.044746
08/10/2020,15:00:00,0.042573,0.000972,0.212733,0.043545
08/10/2020,16:00:00,0.041591,0.000973,1.371399,0.042564
08/10/2020,17:00:00,0.041528,0.000983,1.477581,0.042511
08/10/2020,18:00:00,0.040628,0.000985,0.071678,0.041613
08/10/2020,19:00:00,0.040076,0.00099,0,0.041066
08/10/2020,20:00:00,0.043991,0.00104,0,0.045031
08/10/2020,21:00:00,0.04353,0.001046,0,0.044576
08/10/2020,22:00:00,0.042338,0.001045,0,0.043383
08/10/2020,23:00:00,0.041178,0.001045,0,0.042223
09/10/2020,00:00:00,0.04005,0.001044,0,0.041094
09/10/2020,01:00:00,0.038953,0.001043,0,0.039996
09/10/2020,02:00:00,0.037885,0.001042,0,0.038927
09/10/2020,03:00:00,0.036848,0.001041,0,0.037889
09/10/2020,04:00:00,0.035838,0.00104,0,0.036878
09/10/2020,05:00:00,0.034856,0.001039,0.095155,0.035895
09/10/2020,06:00:00,0.03437,0.001043,0.004843,0.035413
09/10/2020,07:00:00,0.035073,0.001059,0,0.036132
09/10/2020,08:00:00,0.045404,0.001173,0,0.046577
09/10/2020,09:00:00,0.056968,0.001301,0,0.058269
09/10/2020,10:00:00,0.055966,0.001306,0,0.057272
09/10/2020,11:00:00,0.054433,0.001305,0,0.055738
09/10/2020,12:00:00,0.052942,0.001304,0,0.054246
09/10/2020,13:00:00,0.051492,0.001303,0,0.052795
09/10/2020,14:00:00,0.050081,0.001302,0,0.051383
09/10/2020,15:00:00,0.048709,0.001301,0,0.05001
09/10/2020,16:00:00,0.047375,0.001299,0,0.048674
09/10/2020,17:00:00,0.046077,0.001298,0,0.047375
09/10/2020,18:00:00,0.044814,0.001297,0,0.046111
09/10/2020,19:00:00,0.043587,0.001296,0,0.044883
09/10/2020,20:00:00,0.042393,0.001295,0.1808,0.043688
09/10/2020,21:00:00,0.041986,0.001302,1.103505,0.043288
09/10/2020,22:00:00,0.040836,0.001301,0.093758,0.042137
09/10/2020,23:00:00,0.039717,0.0013,0.001937,0.041017
10/10/2020,00:00:00,0.038629,0.001298,0.028547,0.039927
10/10/2020,01:00:00,0.037571,0.001297,0.001453,0.038868
10/10/2020,02:00:00,0.036541,0.001296,0,0.037837
10/10/2020,03:00:00,0.03554,0.001295,0,0.036835
10/10/2020,04:00:00,0.034567,0.001294,0,0.035861
10/10/2020,05:00:00,0.03362,0.001293,0,0.034913
10/10/2020,06:00:00,0.032699,0.001292,0,0.033991
10/10/2020,07:00:00,0.031803,0.001291,0,0.033094
10/10/2020,08:00:00,0.030932,0.00129,0,0.032222
10/10/2020,09:00:00,0.030084,0.001289,0,0.031373
10/10/2020,10:00:00,0.02926,0.001288,0.352081,0.030548
10/10/2020,11:00:00,0.028459,0.001287,0.017919,0.029746
10/10/2020,12:00:00,0.029192,0.001301,0,0.030493
10/10/2020,13:00:00,0.038363,0.001401,0,0.039764
10/10/2020,14:00:00,0.038076,0.001407,0,0.039483
10/10/2020,15:00:00,0.037033,0.001406,0.428207,0.038439
10/10/2020,16:00:00,0.036174,0.001407,0.868689,0.037581
10/10/2020,17:00:00,0.035183,0.001406,3.021512,0.036589
10/10/2020,18:00:00,0.034219,0.001404,0.68447,0.035623
10/10/2020,19:00:00,0.033282,0.001403,0.150826,0.034685
10/10/2020,20:00:00,0.03237,0.001402,0.082422,0.033772
10/10/2020,21:00:00,0.031483,0.001401,0.432082,0.032884
10/10/2020,22:00:00,0.030621,0.0014,0.021793,0.032021
10/10/2020,23:00:00,0.029782,0.001398,0,0.03118
11/10/2020,00:00:00,0.028966,0.001397,0,0.030363
11/10/2020,01:00:00,0.028172,0.001396,0,0.029568
11/10/2020,02:00:00,0.03057,0.001427,0,0.031997
11/10/2020,03:00:00,0.029778,0.001426,0,0.031204
11/10/2020,04:00:00,0.028962,0.001425,0,0.030387
11/10/2020,05:00:00,0.028169,0.001424,0,0.029593
11/10/2020,06:00:00,0.027397,0.001423,0,0.02882
11/10/2020,07:00:00,0.030566,0.001461,0.1808,0.032027
11/10/2020,08:00:00,0.037976,0.001544,0.009201,0.03952
11/10/2020,09:00:00,0.067742,0.001855,0,0.069597
11/10/2020,10:00:00,0.07313,0.001926,0,0.075056
11/10/2020,11:00:00,0.072618,0.00194,0,0.074558
11/10/2020,12:00:00,0.071373,0.001946,0,0.073319
11/10/2020,13:00:00,0.074026,0.001991,0.237893,0.076017
11/10/2020,14:00:00,0.072075,0.00199,0.012107,0.074065
11/10/2020,15:00:00,0.070101,0.001988,0,0.072089
11/10/2020,16:00:00,0.06818,0.001987,0,0.070167
11/10/2020,17:00:00,0.066313,0.001985,0,0.068298
11/10/2020,18:00:00,0.064496,0.001984,0,0.06648
11/10/2020,19:00:00,0.062729,0.001982,0.028547,0.064711
11/10/2020,20:00:00,0.061011,0.00198,0.001453,0.062991
11/10/2020,21:00:00,0.059339,0.001979,0,0.061318
11/10/2020,22:00:00,0.057713,0.001977,0,0.05969
11/10/2020,23:00:00,0.057977,0.001994,0,0.059971
12/10/2020,00:00:00,0.056388,0.001992,0,0.05838
12/10/2020,01:00:00,0.054844,0.001991,0,0.056835
12/10/2020,02:00:00,0.053341,0.001989,0,0.05533
12/10/2020,03:00:00,0.05188,0.001987,0,0.053867
12/10/2020,04:00:00,0.050458,0.001986,0,0.052444
12/10/2020,05:00:00,0.051566,0.002009,0.123702,0.053575
12/10/2020,06:00:00,0.050153,0.002008,0.006296,0.052161
12/10/2020,07:00:00,0.048779,0.002006,0,0.050785
12/10/2020,08:00:00,0.047443,0.002004,0,0.049447
12/10/2020,09:00:00,0.046143,0.002003,0,0.048146
12/10/2020,10:00:00,0.044879,0.002001,0,0.04688
12/10/2020,11:00:00,0.043812,0.002001,0,0.045813
12/10/2020,12:00:00,0.042612,0.001999,0,0.044611
12/10/2020,13:00:00,0.041445,0.001998,0,0.043443
12/10/2020,14:00:00,0.040309,0.001996,0,0.042305
12/10/2020,15:00:00,0.039205,0.001994,0,0.041199
12/10/2020,16:00:00,0.038131,0.001993,0,0.040124
12/10/2020,17:00:00,0.037086,0.001991,0,0.039077
12/10/2020,18:00:00,0.03607,0.001989,0,0.038059
12/10/2020,19:00:00,0.035082,0.001988,0,0.03707
12/10/2020,20:00:00,0.034121,0.001986,0,0.036107
12/10/2020,21:00:00,0.034415,0.001997,0,0.036412
12/10/2020,22:00:00,0.033472,0.001995,0,0.035467
12/10/2020,23:00:00,0.032555,0.001993,0,0.034548
13/10/2020,00:00:00,0.031663,0.001992,0,0.033655
13/10/2020,01:00:00,0.030796,0.00199,0,0.032786
13/10/2020,02:00:00,0.029952,0.001988,0,0.03194
13/10/2020,03:00:00,0.029132,0.001987,0,0.031119
13/10/2020,04:00:00,0.028334,0.001985,0,0.030319
13/10/2020,05:00:00,0.027557,0.001983,0,0.02954
13/10/2020,06:00:00,0.026802,0.001982,0,0.028784
13/10/2020,07:00:00,0.026068,0.00198,0,0.028048
13/10/2020,08:00:00,0.025354,0.001979,0,0.027333
13/10/2020,09:00:00,0.024659,0.001977,0,0.026636
13/10/2020,10:00:00,0.023984,0.001975,0,0.025959
13/10/2020,11:00:00,0.023327,0.001974,0,0.025301
13/10/2020,12:00:00,0.022688,0.001972,0,0.02466
13/10/2020,13:00:00,0.022066,0.00197,0,0.024036
13/10/2020,14:00:00,0.021462,0.001969,0,0.023431
13/10/2020,15:00:00,0.020874,0.001967,0,0.022841
13/10/2020,16:00:00,0.020302,0.001965,0,0.022267
13/10/2020,17:00:00,0.019746,0.001964,0,0.02171
13/10/2020,18:00:00,0.019205,0.001962,0,0.021167
13/10/2020,19:00:00,0.018679,0.00196,0,0.020639
13/10/2020,20:00:00,0.018167,0.001959,0,0.020126
13/10/2020,21:00:00,0.017669,0.001957,0,0.019626
13/10/2020,22:00:00,0.017185,0.001956,0,0.019141
13/10/2020,23:00:00,0.016714,0.001954,0,0.018668
14/10/2020,00:00:00,0.016256,0.001952,0,0.018208
14/10/2020,01:00:00,0.015811,0.001951,0,0.017762
14/10/2020,02:00:00,0.015378,0.001949,0,0.017327
14/10/2020,03:00:00,0.014957,0.001947,0,0.016904
14/10/2020,04:00:00,0.014547,0.001946,0,0.016493
14/10/2020,05:00:00,0.014148,0.001944,0,0.016092
14/10/2020,06:00:00,0.013761,0.001943,0,0.015704
14/10/2020,07:00:00,0.013384,0.001941,0,0.015325
14/10/2020,08:00:00,0.013017,0.001939,0,0.014956
14/10/2020,09:00:00,0.012661,0.001938,0,0.014599
14/10/2020,10:00:00,0.012314,0.001936,0,0.01425
14/10/2020,11:00:00,0.011976,0.001934,0,0.01391
14/10/2020,12:00:00,0.011648,0.001933,0,0.013581
14/10/2020,13:00:00,0.011329,0.001931,0,0.01326
14/10/2020,14:00:00,0.011019,0.00193,0,0.012949
14/10/2020,15:00:00,0.010717,0.001928,0,0.012645
14/10/2020,16:00:00,0.010423,0.001926,0,0.012349
14/10/2020,17:00:00,0.010138,0.001925,0,0.012063
14/10/2020,18:00:00,0.00986,0.001923,0,0.011783
14/10/2020,19:00:00,0.00959,0.001922,0,0.011512
14/10/2020,20:00:00,0.009327,0.00192,0,0.011247
14/10/2020,21:00:00,0.009072,0.001918,0,0.01099
14/10/2020,22:00:00,0.008823,0.001917,0,0.01074
14/10/2020,23:00:00,0.008581,0.001915,0,0.010496
15/10/2020,00:00:00,0.008346,0.001914,0,0.01026
15/10/2020,01:00:00,0.008118,0.001912,0,0.01003
15/10/2020,02:00:00,0.007895,0.00191,0,0.009805
15/10/2020,03:00:00,0.007679,0.001909,0,0.009588
15/10/2020,04:00:00,0.007469,0.001907,0,0.009376
15/10/2020,05:00:00,0.007264,0.001906,0,0.00917
15/10/2020,06:00:00,0.007065,0.001904,0,0.008969
15/10/2020,07:00:00,0.006871,0.001903,0,0.008774
15/10/2020,08:00:00,0.006683,0.001901,0,0.008584
15/10/2020,09:00:00,0.0065,0.001899,0,0.008399
15/10/2020,10:00:00,0.006322,0.001898,0,0.00822
15/10/2020,11:00:00,0.006149,0.001896,0,0.008045
15/10/2020,12:00:00,0.00598,0.001895,0,0.007875
15/10/2020,13:00:00,0.005817,0.001893,0,0.00771
15/10/2020,14:00:00,0.005657,0.001891,0,0.007548
15/10/2020,15:00:00,0.005502,0.00189,0,0.007392
15/10/2020,16:00:00,0.005352,0.001888,0,0.00724
15/10/2020,17:00:00,0.005205,0.001887,0,0.007092
15/10/2020,18:00:00,0.005062,0.001885,0,0.006947
15/10/2020,19:00:00,0.004924,0.001884,0,0.006808
15/10/2020,20:00:00,0.004789,0.001882,0,0.006671
15/10/2020,21:00:00,0.004658,0.00188,0,0.006538
15/10/2020,22:00:00,0.00453,0.001879,0,0.006409
15/10/2020,23:00:00,0.004406,0.001877,0,0.006283
16/10/2020,00:00:00,0.004285,0.001876,0,0.006161
16/10/2020,01:00:00,0.004168,0.001874,0,0.006042
16/10/2020,02:00:00,0.004054,0.001873,0,0.005927
16/10/2020,03:00:00,0.003943,0.001871,0,0.005814
16/10/2020,04:00:00,0.003835,0.00187,0,0.005705
16/10/2020,05:00:00,0.003729,0.001868,0,0.005597
16/10/2020,06:00:00,0.003627,0.001866,0,0.005493
16/10/2020,07:00:00,0.003528,0.001865,0,0.005393
16/10/2020,08:00:00,0.003431,0.001863,0,0.005294
16/10/2020,09:00:00,0.003337,0.001862,0,0.005199
16/10/2020,10:00:00,0.003246,0.00186,0,0.005106
16/10/2020,11:00:00,0.003157,0.001859,0,0.005016
16/10/2020,12:00:00,0.00307,0.001857,0,0.004927
16/10/2020,13:00:00,0.002986,0.001856,0,0.004842
16/10/2020,14:00:00,0.002905,0.001854,0,0.004759
16/10/2020,15:00:00,0.002825,0.001852,0,0.004677
16/10/2020,16:00:00,0.002748,0.001851,0,0.004599
16/10/2020,17:00:00,0.002672,0.001849,0,0.004521
16/10/2020,18:00:00,0.002599,0.001848,0,0.004447
16/10/2020,19:00:00,0.002528,0.001846,0,0.004374
16/10/2020,20:00:00,0.002459,0.001845,0,0.004304
16/10/2020,21:00:00,0.002391,0.001843,0,0.004234
16/10/2020,22:00:00,0.002326,0.001842,0,0.004168
16/10/2020,23:00:00,0.002262,0.00184,0,0.004102
17/10/2020,00:00:00,0.0022,0.001839,0,0.004039
17/10/2020,01:00:00,0.00214,0.001837,0,0.003977
17/10/2020,02:00:00,0.002081,0.001836,0,0.003917
17/10/2020,03:00:00,0.002024,0.001834,0,0.003858
17/10/2020,04:00:00,0.001969,0.001832,0,0.003801
17/10/2020,05:00:00,0.001915,0.001831,0,0.003746
17/10/2020,06:00:00,0.001862,0.001829,0,0.003691
17/10/2020,07:00:00,0.001811,0.001828,0,0.003639
17/10/2020,08:00:00,0.001762,0.001826,0,0.003588
17/10/2020,09:00:00,0.001713,0.001825,0,0.003538
17/10/2020,10:00:00,0.001666,0.001823,0,0.003489
17/10/2020,11:00:00,0.001621,0.001822,0,0.003443
17/10/2020,12:00:00,0.001576,0.00182,0,0.003396
17/10/2020,13:00:00,0.001533,0.001819,0,0.003352
17/10/2020,14:00:00,0.001491,0.001817,0,0.003308
17/10/2020,15:00:00,0.00145,0.001816,0,0.003266
17/10/2020,16:00:00,0.001411,0.001814,0,0.003225
17/10/2020,17:00:00,0.001372,0.001813,0,0.003185
17/10/2020,18:00:00,0.001334,0.001811,0,0.003145
17/10/2020,19:00:00,0.001298,0.00181,0,0.003108
17/10/2020,20:00:00,0.001262,0.001808,0,0.00307
17/10/2020,21:00:00,0.001228,0.001807,0,0.003035
17/10/2020,22:00:00,0.001194,0.001805,0,0.002999
17/10/2020,23:00:00,0.001161,0.001804,0,0.002965
18/10/2020,00:00:00,0.00113,0.001802,0,0.002932
18/10/2020,01:00:00,0.001099,0.001801,0,0.0029
18/10/2020,02:00:00,0.001069,0.001799,0,0.002868
18/10/2020,03:00:00,0.001039,0.001798,0,0.002837
18/10/2020,04:00:00,0.001011,0.001796,0,0.002807
18/10/2020,05:00:00,0.000983,0.001795,0,0.002778
18/10/2020,06:00:00,0.000956,0.001793,0,0.002749
18/10/2020,07:00:00,0.00093,0.001792,0,0.002722
18/10/2020,08:00:00,0.000904,0.00179,0,0.002694
18/10/2020,09:00:00,0.00088,0.001789,0,0.002669
18/10/2020,10:00:00,0.000856,0.001787,0,0.002643
18/10/2020,11:00:00,0.000832,0.001786,0,0.002618
18/10/2020,12:00:00,0.000809,0.001784,0,0.002593
18/10/2020,13:00:00,0.000787,0.001783,0.076126,0.00257
18/10/2020,14:00:00,0.000766,0.001781,0.003874,0.002547
18/10/2020,15:00:00,0.000745,0.00178,0,0.002525
18/10/2020,16:00:00,0.000724,0.001778,0,0.002502
18/10/2020,17:00:00,0.000704,0.001777,0,0.002481
18/10/2020,18:00:00,0.000685,0.001775,0,0.00246
18/10/2020,19:00:00,0.000666,0.001774,0,0.00244
18/10/2020,20:00:00,0.000648,0.001772,0,0.00242
18/10/2020,21:00:00,0.00063,0.001771,0,0.002401
18/10/2020,22:00:00,0.000613,0.001769,0,0.002382
18/10/2020,23:00:00,0.000596,0.001768,0,0.002364
19/10/2020,00:00:00,0.00058,0.001767,0,0.002347
19/10/2020,01:00:00,0.000564,0.001765,0,0.002329
19/10/2020,02:00:00,0.000549,0.001764,0,0.002313
19/10/2020,03:00:00,0.000534,0.001762,0,0.002296
19/10/2020,04:00:00,0.000519,0.001761,0,0.00228
19/10/2020,05:00:00,0.00121,0.001766,0,0.002976
19/10/2020,06:00:00,0.001177,0.001765,0,0.002942
19/10/2020,07:00:00,0.001145,0.001763,0,0.002908
19/10/2020,08:00:00,0.001114,0.001762,0,0.002876
19/10/2020,09:00:00,0.001083,0.00176,0,0.002843
19/10/2020,10:00:00,0.001053,0.001759,0,0.002812
19/10/2020,11:00:00,0.001025,0.001758,0,0.002783
19/10/2020,12:00:00,0.000997,0.001756,0,0.002753
19/10/2020,13:00:00,0.000969,0.001755,0,0.002724
19/10/2020,14:00:00,0.000943,0.001753,0,0.002696
19/10/2020,15:00:00,0.000917,0.001752,0,0.002669
19/10/2020,16:00:00,0.000892,0.00175,0,0.002642
19/10/2020,17:00:00,0.000867,0.001749,0,0.002616
19/10/2020,18:00:00,0.000844,0.001747,0,0.002591
19/10/2020,19:00:00,0.00082,0.001746,0,0.002566
19/10/2020,20:00:00,0.000798,0.001744,0,0.002542
19/10/2020,21:00:00,0.000776,0.001743,0,0.002519
19/10/2020,22:00:00,0.000755,0.001741,0,0.002496
19/10/2020,23:00:00,0.000734,0.00174,0,0.002474
20/10/2020,00:00:00,0.000714,0.001739,0,0.002453
20/10/2020,01:00:00,0.000694,0.001737,0,0.002431
20/10/2020,02:00:00,0.000675,0.001736,0,0.002411
20/10/2020,03:00:00,0.000657,0.001734,0,0.002391
20/10/2020,04:00:00,0.000639,0.001733,0,0.002372
20/10/2020,05:00:00,0.000621,0.001731,0,0.002352
20/10/2020,06:00:00,0.000604,0.00173,0,0.002334
20/10/2020,07:00:00,0.000588,0.001728,0,0.002316
20/10/2020,08:00:00,0.000572,0.001727,0,0.002299
20/10/2020,09:00:00,0.000556,0.001726,0,0.002282
20/10/2020,10:00:00,0.000541,0.001724,0,0.002265
20/10/2020,11:00:00,0.000526,0.001723,0,0.002249
20/10/2020,12:00:00,0.000512,0.001721,0,0.002233
20/10/2020,13:00:00,0.000498,0.00172,0,0.002218
20/10/2020,14:00:00,0.000484,0.001718,0,0.002202
20/10/2020,15:00:00,0.000471,0.001717,0,0.002188
